nbis-gene-25180	GO:0005829,GO:0005730,GO:0005654,GO:0005634,GO:0046872,GO:0051019,GO:0017018,GO:0004722,GO:0009267,GO:0030330,GO:0006306,GO:0000086,GO:0031507,GO:0045814,GO:0009617
nbis-gene-24149	GO:0005829,GO:0022625,GO:0022627,GO:0005634,GO:0031386,GO:0003735,GO:0031625,GO:0002181,GO:0019941,GO:0036211,GO:0016567,GO:0006412,GO:0006511
nbis-gene-25347	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-24946	GO:0005829,GO:0005759,GO:0005634,GO:0036396,GO:0003676,GO:0008173,GO:0009007,GO:0106347,GO:0006325,GO:0032775,GO:0080009,GO:1902275,GO:0090296,GO:1903108,GO:0043484,GO:0120049
nbis-gene-24551	GO:0005912,GO:0016324,GO:0009986,GO:1990433,GO:0005737,GO:0005829,GO:0005769,GO:0030139,GO:0005783,GO:0005788,GO:0005768,GO:0005796,GO:0005770,GO:0016020,GO:0005654,GO:0005634,GO:0005886,GO:0032991,GO:0005509,GO:0003682,GO:0035035,GO:0003713,GO:0004888,GO:0050699,GO:0007015,GO:0008356,GO:0007411,GO:0007298,GO:0043697,GO:0030154,GO:0045165,GO:0022416,GO:0008407,GO:0060289,GO:0048749,GO:0001745,GO:0046667,GO:0042688,GO:0002213,GO:0008340,GO:0046843,GO:0007391,GO:0009950,GO:0035162,GO:0061331,GO:0035153,GO:0035214,GO:0007455,GO:0036099,GO:0030707,GO:0007297,GO:0030713,GO:0007440,GO:0060288,GO:0030718,GO:0060250,GO:0007293,GO:0010001,GO:0007403,GO:0008347,GO:0035172,GO:0016348,GO:0007480,GO:0036011,GO:0048803,GO:0008587,GO:0007476,GO:0007474,GO:0036335,GO:0035171,GO:0035167,GO:0046331,GO:0007478,GO:0007616,GO:0048542,GO:0061382,GO:0007498,GO:0060571,GO:0008045,GO:0046716,GO:0007521,GO:0048627,GO:2000048,GO:0045316,GO:0010629,GO:0035204,GO:0050768,GO:0050877,GO:0014019,GO:0007400,GO:0014018,GO:0007405,GO:0048664,GO:0048665,GO:0097150,GO:0007219,GO:0016318,GO:0030720,GO:0048477,GO:0007422,GO:0008284,GO:0042691,GO:0045893,GO:1900087,GO:0010628,GO:0002052,GO:0043525,GO:0045944,GO:0048052,GO:0048056,GO:0045466,GO:0042686,GO:0045595,GO:0051489,GO:0006110,GO:0040008,GO:0007346,GO:1902692,GO:0050767,GO:2000035,GO:0009608,GO:0046666,GO:0016330,GO:0007423,GO:0016360,GO:0048863,GO:0048190,GO:0035222
nbis-gene-24515	GO:0005829,GO:0005730,GO:0005654,GO:0005634,GO:0005886,GO:0000981,GO:0001227,GO:0000977,GO:0061630,GO:0008270,GO:0045347,GO:0000122
nbis-gene-24515	GO:0005829,GO:0005730,GO:0005654,GO:0005634,GO:0005886,GO:0000981,GO:0001227,GO:0000977,GO:0061630,GO:0008270,GO:0045347,GO:0000122
nbis-gene-24515	GO:0005829,GO:0005730,GO:0005654,GO:0005634,GO:0005886,GO:0000981,GO:0001227,GO:0000977,GO:0061630,GO:0008270,GO:0045347,GO:0000122
nbis-gene-25322	GO:0016604,GO:0005654,GO:0005634,GO:0004527,GO:0003676
nbis-gene-25322	GO:0016604,GO:0005654,GO:0005634,GO:0004527,GO:0003676
nbis-gene-25176	GO:0034707,GO:0005737,GO:0005886,GO:0005254,GO:0005244,GO:0034765
nbis-gene-24776	GO:0003676,GO:0015074
nbis-gene-25151	GO:0005829,GO:0031527,GO:0005886,GO:0005096,GO:0042113,GO:0033173,GO:0070371,GO:0050869,GO:0070885,GO:0070373,GO:0042147
nbis-gene-24324	GO:0005737,GO:0005881,GO:0045121,GO:0005874,GO:0015630,GO:0005634,GO:0005525,GO:0016787,GO:0046872,GO:0005200,GO:0000226,GO:0000278
nbis-gene-25441	GO:0005789,GO:0033116,GO:0012507,GO:0070072
nbis-gene-24796	GO:0003964
nbis-gene-24566	GO:0005829,GO:0005783,GO:0005634,GO:0051117,GO:0004843,GO:0008233,GO:0032183,GO:0043130,GO:0031625,GO:0019783,GO:1904293,GO:0016579,GO:0071108,GO:0070536,GO:0036211,GO:0006508,GO:0031647
nbis-gene-25012	GO:0097442,GO:0009986,GO:0062023,GO:0031012,GO:0005615,GO:1990026,GO:0043005,GO:0043025,GO:0090733,GO:0042802,GO:0005178,GO:0007409,GO:0007160,GO:0070593,GO:1905240,GO:2001223,GO:0045668,GO:0033689,GO:0001764,GO:1990138,GO:0002076,GO:0010976,GO:1903672,GO:1903010,GO:0030155,GO:0030334,GO:1905899
nbis-gene-25162	GO:0016020,GO:0007339
nbis-gene-24784	GO:0005764,GO:0004065,GO:0046872,GO:0043890
nbis-gene-25417	GO:0005737,GO:0005829,GO:0003824,GO:0047341,GO:0005525,GO:0006004
nbis-gene-25426	GO:0005737,GO:0005802,GO:0045505,GO:0051087,GO:0070286,GO:0003341,GO:0030317,GO:0036159,GO:0036158
nbis-gene-25229	GO:0031902,GO:0005765,GO:0005764,GO:0045121,GO:0071986,GO:0043495,GO:0071230,GO:0042632,GO:0016197,GO:0007032,GO:0032418,GO:0007040,GO:0043410,GO:0032008,GO:1904263,GO:0008104,GO:0072657,GO:0001558,GO:0010874,GO:0060620,GO:0001919
nbis-gene-24444	GO:0005737,GO:0030425,GO:0005769,GO:0005794,GO:0042802,GO:0030371,GO:0061630,GO:0008270,GO:0017148,GO:0007399,GO:0034141,GO:0043161,GO:0015031,GO:0016567
nbis-gene-24739	GO:0033181,GO:0000221,GO:0046961,GO:0008340,GO:0033227,GO:1902600
nbis-gene-24743	GO:0005634,GO:0042800,GO:0140945,GO:0032259
nbis-gene-24893	GO:0016020,GO:0003677
nbis-gene-24543	GO:0005737,GO:0005730,GO:0005654,GO:0005634,GO:0140933,GO:0031404,GO:0050897,GO:0097383,GO:0035870,GO:0042802,GO:1990003,GO:0000287,GO:0030145,GO:0008235,GO:0003729,GO:0000166,GO:1990174,GO:0042803,GO:0110152,GO:0030515,GO:0051276,GO:0035863,GO:0006402,GO:0110155,GO:2000233,GO:0090068,GO:0016077
nbis-gene-24543	GO:0005737,GO:0005730,GO:0005654,GO:0005634,GO:0140933,GO:0031404,GO:0050897,GO:0097383,GO:0035870,GO:0042802,GO:1990003,GO:0000287,GO:0030145,GO:0008235,GO:0003729,GO:0000166,GO:1990174,GO:0042803,GO:0110152,GO:0030515,GO:0051276,GO:0035863,GO:0006402,GO:0110155,GO:2000233,GO:0090068,GO:0016077
nbis-gene-25198	GO:0034451,GO:0005813,GO:0005929,GO:0005737,GO:0042802,GO:0060271,GO:0035735,GO:0034454,GO:0090316,GO:0071539
nbis-gene-25198	GO:0034451,GO:0005813,GO:0005929,GO:0005737,GO:0042802,GO:0060271,GO:0035735,GO:0034454,GO:0090316,GO:0071539
nbis-gene-25198	GO:0034451,GO:0005813,GO:0005929,GO:0005737,GO:0042802,GO:0060271,GO:0035735,GO:0034454,GO:0090316,GO:0071539
nbis-gene-25143	GO:0005694,GO:0005737,GO:0016607,GO:0005654,GO:0005634,GO:0000922,GO:0071005,GO:0042802,GO:0000278,GO:0007094,GO:0000398,GO:0034501
nbis-gene-25143	GO:0005737,GO:0097431,GO:0000228,GO:0016607,GO:0005654,GO:0005634,GO:0071005,GO:0042802,GO:0000278,GO:0007094,GO:0000398,GO:0034501
nbis-gene-25143	GO:0005694,GO:0005737,GO:0005654,GO:0005634,GO:0000922,GO:0071005,GO:0042802,GO:0000278,GO:0007094,GO:0000398,GO:0034501
nbis-gene-25143	GO:0005694,GO:0005737,GO:0016607,GO:0005654,GO:0005634,GO:0000922,GO:0071005,GO:0042802,GO:0000278,GO:0007094,GO:0000398,GO:0034501
nbis-gene-24723	GO:0005814,GO:0005813,GO:0005737,GO:0030953,GO:0007098,GO:0021987,GO:0022027,GO:0022008,GO:1903724,GO:0010825,GO:0045724,GO:1904951
nbis-gene-24602	GO:0005886,GO:0043235,GO:0005524,GO:0017134,GO:0005007,GO:0006915,GO:0016310,GO:0008284,GO:0043410,GO:0007169
nbis-gene-24787	GO:0005737,GO:0043005,GO:0005634,GO:0048471,GO:0031209,GO:0045202,GO:0031267,GO:0006915,GO:0007411,GO:0000902,GO:0030031,GO:0098609,GO:0097484,GO:0031175,GO:0051388,GO:0045862,GO:0030833
nbis-gene-24365	GO:0005789,GO:0005615,GO:0030667,GO:0005507,GO:0004500,GO:0042420,GO:0042421,GO:0006589
nbis-gene-24383	GO:0062023,GO:0005576,GO:0005615,GO:0042802,GO:1901346,GO:1903053,GO:0006979
nbis-gene-25330	GO:0042470,GO:0005730,GO:0005886,GO:0005681,GO:0005524,GO:0140662,GO:0006397,GO:0008380
nbis-gene-24588	GO:0005085,GO:0007266
nbis-gene-25285	GO:0005737,GO:0005829,GO:0071682,GO:0070062,GO:0005576,GO:0005874,GO:0005654,GO:0005634,GO:0032991,GO:0000774,GO:0043014,GO:0005524,GO:0140662,GO:0051085,GO:0045345,GO:0051135,GO:0006457,GO:0006986
nbis-gene-25473	GO:0030479,GO:0005938,GO:0005737,GO:0010008,GO:0005634,GO:0005886,GO:0003779,GO:0005509,GO:0000147,GO:0006897,GO:0016197,GO:0006886
nbis-gene-24454_nbis-gene-24456	GO:0031264,GO:0005739,GO:0032991,GO:0043235,GO:0097342,GO:0005524,GO:0070513,GO:0005123,GO:0042802,GO:0004706,GO:0042803,GO:0004672,GO:0106310,GO:0004674,GO:0044877,GO:0031625,GO:1990000,GO:0006915,GO:0071363,GO:0070301,GO:0071356,GO:0097191,GO:0006954,GO:0070266,GO:0097527,GO:0043066,GO:0043124,GO:2001237,GO:2001240,GO:0060546,GO:0036289,GO:0043065,GO:0043123,GO:2001238,GO:0010628,GO:0050729,GO:0070105,GO:0032757,GO:0046330,GO:0045651,GO:0043410,GO:0060545,GO:0043525,GO:0051092,GO:1901224,GO:0042327,GO:0043068,GO:0062100,GO:0001934,GO:0045944,GO:0032760,GO:1903265,GO:0097300,GO:0046777,GO:0030163,GO:2000377,GO:0006979,GO:0034612,GO:0097343,GO:1901026,GO:0070231
nbis-gene-24680	GO:0015030,GO:0016929,GO:0032183,GO:0030576,GO:0008283,GO:0016926,GO:1904867
nbis-gene-25228	GO:0005814,GO:0005813,GO:0005737,GO:0030496,GO:0000922,GO:0008017,GO:0007099,GO:0010457,GO:0007098
nbis-gene-25203	GO:0016324,GO:0043679,GO:0031410,GO:0005769,GO:0031901,GO:0005768,GO:0010008,GO:0009897,GO:0098982,GO:0098978,GO:0005794,GO:0060077,GO:0005770,GO:0031902,GO:0005765,GO:0045335,GO:0005886,GO:0045211,GO:0055037,GO:0055038,GO:0030141,GO:0042581,GO:0045202,GO:0008021,GO:0030672,GO:0012506,GO:0015297,GO:0005524,GO:0005254,GO:0005216,GO:0030165,GO:0005247,GO:0005244,GO:0072320,GO:0008344,GO:1902476,GO:0006821,GO:0006811,GO:0045794,GO:0070050,GO:0006911,GO:0045494,GO:1903428,GO:0051932,GO:0035249,GO:0097401
nbis-gene-25077	GO:0005737,GO:0016020,GO:0005506,GO:0016491,GO:0008610,GO:0045654,GO:0001934
nbis-gene-25077	GO:0005737,GO:0016020,GO:0005506,GO:0016491,GO:0008610,GO:0045654,GO:0001934
nbis-gene-24268	GO:0005634,GO:0000981,GO:0043565,GO:0006357
nbis-gene-24151	GO:0005694,GO:0000775,GO:0005829,GO:0000123,GO:0036409,GO:0005654,GO:0005634,GO:0090734,GO:0003688,GO:0004402,GO:0036408,GO:0043994,GO:0044016,GO:0010485,GO:0043997,GO:0043995,GO:0043996,GO:0003712,GO:0008270,GO:0006281,GO:0006260,GO:0140889,GO:0018393,GO:0001779,GO:0045892,GO:0045740,GO:0032786,GO:0045648,GO:1902035,GO:1900182,GO:0045944,GO:0043161,GO:0051726,GO:0001558,GO:2000278,GO:0006275,GO:0030174,GO:0006355,GO:2000819,GO:0072716,GO:0072739,GO:0072720,GO:0072710,GO:0072708,GO:0031098,GO:0030217,GO:0045815
nbis-gene-24571	GO:0005901,GO:0005737,GO:0005829,GO:0005615,GO:0005811,GO:0016020,GO:0005739,GO:0005634,GO:0102259,GO:0102258,GO:0047372,GO:0047376,GO:0033878,GO:0016788,GO:0019901,GO:0050253,GO:0042134,GO:0017171,GO:0004771,GO:0004806,GO:0070417,GO:0008203,GO:0046340,GO:0046485,GO:0016042,GO:0042758,GO:0006363,GO:0006361,GO:0019433
nbis-gene-24433	GO:0170014,GO:0030673,GO:0016323,GO:0009898,GO:0005856,GO:0005829,GO:0031430,GO:0043005,GO:0005886,GO:0045211,GO:0042383,GO:0016529,GO:0014731,GO:0030018,GO:0051117,GO:0008093,GO:0019899,GO:0019903,GO:0030507,GO:0005200,GO:0005198,GO:0044325,GO:0007010,GO:0006888,GO:0006887,GO:0045199,GO:0010638,GO:0072659,GO:0007165
nbis-gene-25013	GO:0016324,GO:0005604,GO:0036064,GO:0005737,GO:0005576,GO:1990075,GO:0032391,GO:0001917,GO:0002141,GO:0002142,GO:0032421,GO:0060171,GO:1990696,GO:0005518,GO:0042802,GO:0017022,GO:0051649,GO:0045184,GO:0035315,GO:0042491,GO:0060113,GO:0048496,GO:0045494,GO:0050896,GO:0050953,GO:0007605,GO:0007601
nbis-gene-24345	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-24856	GO:0005654,GO:0005634,GO:0003677,GO:0006355
nbis-gene-25135	GO:0097728,GO:0097729,GO:0005858,GO:0005930,GO:0005737,GO:0005576,GO:0005874,GO:0031514,GO:0036157,GO:0005524,GO:0016887,GO:0045505,GO:0051959,GO:0003777,GO:0008569,GO:0060271,GO:0003341,GO:0060294,GO:0007368,GO:0003351,GO:0051649,GO:0030317,GO:0007507,GO:0021670,GO:0036158
nbis-gene-24556	GO:0000781,GO:0005739,GO:0005654,GO:0005657,GO:0043139,GO:0033678,GO:0005524,GO:0016887,GO:0051880,GO:0000287,GO:0017116,GO:0010521,GO:0042162,GO:0032508,GO:0006310,GO:0006281,GO:0006260,GO:0000002,GO:0051974,GO:0032211,GO:0032204,GO:0007004
nbis-gene-24190	GO:0030424,GO:0009986,GO:0005737,GO:0033116,GO:0043005,GO:0005886,GO:0008046,GO:0042802,GO:0030275,GO:0006919,GO:0035904,GO:0003180,GO:0016199,GO:0007155,GO:0002042,GO:0021836,GO:0003272,GO:0007156,GO:0030336,GO:0070100,GO:0010629,GO:0033600,GO:0050925,GO:0007399,GO:0003148,GO:0050772,GO:0010628,GO:0043406,GO:0035481,GO:0035025,GO:0030949,GO:1900748,GO:0003184,GO:0035385,GO:0060412
nbis-gene-24443	GO:0005737,GO:0004842,GO:0008270,GO:0016567,GO:0043523
nbis-gene-25428	GO:0005737,GO:0001725,GO:0003779,GO:0046872,GO:0031032,GO:0030336,GO:0001934,GO:0051496,GO:0051893
nbis-gene-24363	GO:0000785,GO:0005829,GO:0005634,GO:0005886,GO:0032991,GO:0042802,GO:0004705,GO:0003713,GO:0032922,GO:0045892,GO:0050680,GO:1900181,GO:0000122,GO:2001235,GO:0090190,GO:0045893,GO:0034504,GO:0042752,GO:0006357
nbis-gene-25464	GO:0005737,GO:0005096,GO:0048468,GO:0007165,GO:0048731
nbis-gene-25296	GO:0016747,GO:0046677
nbis-gene-25311	GO:0016020,GO:0043235,GO:0004725,GO:0016311,GO:0045598
nbis-gene-24813	GO:0070062,GO:0098978,GO:0098686,GO:0005886,GO:0042734,GO:0098685,GO:0050839,GO:0004725,GO:0005102,GO:0005001,GO:0007157,GO:0050804,GO:0046426,GO:0030182,GO:0006796,GO:0050775,GO:0051965,GO:0099054,GO:0097105,GO:0006470,GO:0050776,GO:0099151,GO:0099560,GO:0099545,GO:0007185
nbis-gene-25418	GO:0030424,GO:0044295,GO:0045169,GO:0005794,GO:0000776,GO:0005875,GO:0035371,GO:0005876,GO:0003779,GO:0008017,GO:0051010,GO:0070854,GO:0007349
nbis-gene-24711	GO:0005930,GO:0005654
nbis-gene-24619	GO:0120293,GO:0070840,GO:0036158
nbis-gene-25253	GO:0080130,GO:0030170,GO:0009058
nbis-gene-24422	GO:0005737,GO:0005634,GO:0004483,GO:0003676,GO:0006370,GO:0097309,GO:0080009
nbis-gene-25343	GO:0005829,GO:0000139,GO:0032588,GO:0070273,GO:0005543,GO:0019904,GO:0006886,GO:1905280,GO:0034315,GO:0050708
nbis-gene-24659	GO:0005743,GO:0005749,GO:0009055,GO:0020037,GO:0046872,GO:0000104,GO:0006099
nbis-gene-25308	GO:0016324,GO:0009986,GO:0005829,GO:0070062,GO:0016020,GO:0005886,GO:0004930,GO:0007189,GO:0007166,GO:0007186,GO:0007283
nbis-gene-24419	GO:0000139,GO:0005244,GO:0015031,GO:0034765
nbis-gene-25386	GO:0005741,GO:0005739,GO:0016491,GO:0042462,GO:0050773,GO:0010842
nbis-gene-25336	GO:0044753,GO:0044754,GO:0030424,GO:0016323,GO:0099400,GO:0005737,GO:0032473,GO:0031410,GO:0005856,GO:0005829,GO:0030425,GO:0032839,GO:0005783,GO:0070971,GO:0005789,GO:0005768,GO:0070062,GO:0005615,GO:0098978,GO:0005794,GO:0000139,GO:0005798,GO:0030426,GO:0043231,GO:0005764,GO:0045121,GO:0005902,GO:0005743,GO:0005759,GO:0031966,GO:0005741,GO:0005739,GO:0097487,GO:0043005,GO:0043025,GO:0043204,GO:0005886,GO:0098794,GO:0099523,GO:1990904,GO:0030672,GO:0043195,GO:0005802,GO:1990909,GO:0003779,GO:0005524,GO:1904713,GO:0030276,GO:0039706,GO:0005525,GO:0034211,GO:0005096,GO:0003924,GO:0042802,GO:0004706,GO:0016301,GO:0000287,GO:0004709,GO:0008017,GO:0036479,GO:0042803,GO:0051018,GO:0004672,GO:0106310,GO:0004674,GO:0005102,GO:0030159,GO:0031267,GO:0000149,GO:0017075,GO:0044325,GO:0015631,GO:0006914,GO:0019722,GO:0060070,GO:1903351,GO:0071287,GO:0071407,GO:0034599,GO:0034614,GO:0009267,GO:0071356,GO:0008340,GO:0006897,GO:0007029,GO:0060079,GO:0035640,GO:0007030,GO:0046039,GO:0048312,GO:0035556,GO:0007254,GO:0035641,GO:0007040,GO:0000165,GO:0051646,GO:0007005,GO:1902902,GO:1902236,GO:0090394,GO:0034260,GO:1902823,GO:0016242,GO:0010977,GO:0032091,GO:0001933,GO:0010955,GO:1903217,GO:1903215,GO:1903125,GO:0007528,GO:0140058,GO:0048812,GO:0021772,GO:0018105,GO:0018107,GO:0016310,GO:0010508,GO:0090263,GO:0060161,GO:0043406,GO:1903980,GO:0051770,GO:0043068,GO:0032436,GO:1902499,GO:0032092,GO:0045860,GO:0001934,GO:0031398,GO:1900244,GO:0032760,GO:0046777,GO:0006606,GO:0008104,GO:0070973,GO:0070585,GO:0006468,GO:0010506,GO:2000172,GO:1905289,GO:0060828,GO:0061001,GO:0060159,GO:0060628,GO:0035564,GO:0040012,GO:0035751,GO:0042391,GO:0051900,GO:0090140,GO:1902692,GO:0014041,GO:0010738,GO:0031647,GO:2000377,GO:1905279,GO:0051966,GO:2000300,GO:1902803,GO:0006979,GO:0007283,GO:0021756,GO:0022028,GO:1904887
nbis-gene-24848	GO:0017101,GO:0005829,GO:0005730,GO:0005524,GO:0004825,GO:0000049,GO:0006431
nbis-gene-24502	GO:0016020,GO:0008201,GO:0004725,GO:0016311,GO:0097374,GO:0099560
nbis-gene-24502	GO:0016020,GO:0008201,GO:0004725,GO:0016311,GO:0097374,GO:0099560
nbis-gene-24502	GO:0016020,GO:0008201,GO:0004725,GO:0016311,GO:0097374,GO:0099560
nbis-gene-25494	GO:0005694,GO:0000781,GO:0005737,GO:0005654,GO:0005634,GO:0043138,GO:0005524,GO:0016887,GO:0000405,GO:1990814,GO:0009378,GO:0032357,GO:0061821,GO:0008270,GO:0032508,GO:0006260,GO:0006268,GO:0000724,GO:0045875,GO:0043473,GO:0008284,GO:0007062,GO:0001501,GO:0048705,GO:0000723,GO:0061820
nbis-gene-24378	GO:0005737,GO:0005634,GO:0005524,GO:0140297,GO:0000287,GO:0004707,GO:0106310,GO:0004674,GO:0031625,GO:0009952,GO:0001707,GO:0007399,GO:0018105,GO:0018107,GO:0031398,GO:0042501,GO:0007179,GO:0016055
nbis-gene-24263	GO:0070062,GO:0016020,GO:0031966,GO:0005741,GO:0005742,GO:0005739,GO:0030943,GO:0060090,GO:0008320,GO:0002218,GO:0098586,GO:0061052,GO:0002230,GO:0032728,GO:1903955,GO:0030150,GO:0045039,GO:0045040,GO:0006626,GO:0042981,GO:0097068
nbis-gene-24267	GO:0043679,GO:0030425,GO:0031966,GO:0043025,GO:0005654,GO:0005634,GO:0003682,GO:0001228,GO:0003700,GO:0000981,GO:0003690,GO:0030374,GO:0000978,GO:0061629,GO:1990837,GO:0000976,GO:0071480,GO:0071396,GO:0071394,GO:0010467,GO:0110088,GO:0001889,GO:0030324,GO:0045893,GO:0045944,GO:0006355,GO:0006357,GO:0071774,GO:0009416
nbis-gene-25389	GO:0005829,GO:0005654,GO:0005634
nbis-gene-24470	GO:0004519,GO:0046872,GO:0003964,GO:0006310
nbis-gene-24565	GO:0005829,GO:0004476,GO:0008270,GO:0005975,GO:0009298
nbis-gene-24754	GO:0030864,GO:0005737,GO:0005829,GO:0030027,GO:0016604,GO:0005654,GO:0005886,GO:0003779,GO:0030835
nbis-gene-25424	GO:0030014,GO:0030015,GO:0005737,GO:0043232,GO:0016604,GO:0016607,GO:0005634,GO:0000932,GO:0000175,GO:0140297,GO:0046872,GO:0004535,GO:0003723,GO:0004532,GO:0003714,GO:0000290,GO:0051607,GO:0043928,GO:0008285,GO:0045892,GO:0010629,GO:0060339,GO:0000289,GO:0033962,GO:0008284,GO:0061014,GO:1900153,GO:0060213,GO:0045944,GO:0045070,GO:0042509,GO:0031047
nbis-gene-25335	GO:0033162,GO:0061778,GO:0035752,GO:0042438,GO:0006583,GO:0030318
nbis-gene-24305	GO:0005829,GO:0005739,GO:0005542,GO:0004852,GO:0071418,GO:0071243,GO:0006783,GO:0006782,GO:0070541,GO:0006780
nbis-gene-24712	GO:0031252,GO:0005811,GO:0005886,GO:0031932,GO:0031982,GO:0010856,GO:0003925,GO:0019003,GO:0005525,GO:0003924,GO:0030250,GO:0019887,GO:1904841,GO:0030036,GO:0007188,GO:0031152,GO:0019954,GO:0048870,GO:0071321,GO:0043327,GO:0043326,GO:0007163,GO:0140986,GO:0120320,GO:0000165,GO:1903665,GO:0043491,GO:0110094,GO:0010753,GO:0051491,GO:0051897,GO:0061122,GO:1904515,GO:0051291,GO:0007265,GO:0106070,GO:0001558,GO:0051602,GO:0051593,GO:0007165
nbis-gene-25206	GO:0008898,GO:0061627,GO:0008270,GO:0006974,GO:0009086,GO:0032259,GO:0033528,GO:0033477
nbis-gene-25206	GO:0008898,GO:0061627,GO:0008270,GO:0006974,GO:0009086,GO:0032259,GO:0033528,GO:0033477
nbis-gene-25206	GO:0008898,GO:0061627,GO:0008270,GO:0006974,GO:0009086,GO:0032259,GO:0033528,GO:0033477
nbis-gene-24230	GO:0005737,GO:0005856,GO:0031514,GO:0030154,GO:0051321,GO:0007283
nbis-gene-24878	GO:0001669
nbis-gene-24555	GO:0016324,GO:0031410,GO:0005615,GO:0044647,GO:0016020,GO:1990225,GO:0008201,GO:0046789,GO:0098609
nbis-gene-24336	GO:0005634,GO:0005524,GO:0016887,GO:0003723,GO:0003724,GO:0097065,GO:0006364
nbis-gene-24635	GO:0005789,GO:0070330,GO:0020037,GO:0005506,GO:0004497
nbis-gene-25401	GO:0070062,GO:0005886,GO:0005509,GO:0098609,GO:0021987,GO:0007157,GO:0035329,GO:0007156,GO:0022008
nbis-gene-25401	GO:0070062,GO:0005886,GO:0005509,GO:0098609,GO:0021987,GO:0007157,GO:0035329,GO:0007156,GO:0022008
nbis-gene-25186	GO:0005737,GO:0005524,GO:0004672,GO:0106310,GO:0004674,GO:0016310,GO:0007165
nbis-gene-24160	GO:0005737,GO:0035870,GO:0036220,GO:0046872,GO:0000166,GO:0036222,GO:0009204,GO:0009117
nbis-gene-24160	GO:0005737,GO:0035870,GO:0036220,GO:0046872,GO:0047429,GO:0000166,GO:0036222,GO:0009204,GO:0009143,GO:0009117
nbis-gene-24160	GO:0005737,GO:0035870,GO:0036220,GO:0046872,GO:0047429,GO:0000166,GO:0036222,GO:0009204,GO:0009143,GO:0009117
nbis-gene-25341	GO:0000785,GO:0005737,GO:0005634,GO:0008047,GO:0071168,GO:0045815
nbis-gene-25216	GO:0005765,GO:0005774,GO:0015180,GO:0015193,GO:0015196,GO:0015293,GO:0003333,GO:0015808,GO:0015824,GO:0015827
nbis-gene-25020	GO:0005737,GO:0005739,GO:0005634,GO:0047631,GO:0051287,GO:0035529,GO:0045786,GO:0008285
nbis-gene-25001	GO:0005654,GO:0005634,GO:0003677,GO:0006355
nbis-gene-24978	GO:0005829,GO:0005730,GO:0005654,GO:0005634,GO:0046872,GO:0051019,GO:0017018,GO:0004674,GO:0004722,GO:0009267,GO:0030330,GO:0006306,GO:0000086,GO:0031507,GO:0008285,GO:0045814,GO:0035970,GO:0006470,GO:0060260,GO:0009617,GO:0009314
nbis-gene-24311	GO:0005581,GO:0062023,GO:0005576,GO:0030020,GO:0007155
nbis-gene-24368	GO:0005634,GO:0032798,GO:0034974,GO:0071479,GO:0000724
nbis-gene-25306	GO:0016020,GO:0004930,GO:0007189,GO:0007166,GO:0022008
nbis-gene-24436	GO:0016020,GO:0022857,GO:0008643,GO:0055062
nbis-gene-24436	GO:0005789,GO:0061513,GO:0008643,GO:0015760,GO:0090382,GO:0035435
nbis-gene-25057	GO:0005737,GO:0004364,GO:0006749
nbis-gene-24804	GO:0005737,GO:0005829,GO:0005811,GO:0005730,GO:0005524,GO:0016887,GO:0046872,GO:0061630,GO:0004842,GO:0001525,GO:0042742,GO:0002376,GO:0140042,GO:0120323,GO:2000051,GO:0051865,GO:0070534,GO:0016567,GO:0019216,GO:0002040,GO:0006511,GO:0098792
nbis-gene-24255	GO:0005737,GO:0005634,GO:0005886,GO:0005524,GO:0004674,GO:0050321,GO:0030154,GO:0090090,GO:0045892,GO:0007399,GO:0016310,GO:0048511,GO:0016055
nbis-gene-24640	GO:0005737,GO:0031012,GO:0005615,GO:0016020,GO:0005634,GO:0005509,GO:0003682,GO:0007155,GO:0008544,GO:0010467,GO:0003017,GO:0001945,GO:0036303,GO:0045959,GO:0048014,GO:0120193
nbis-gene-24393	GO:0009535,GO:0046422,GO:0010028
nbis-gene-24385	GO:0097656,GO:0034109
nbis-gene-24982	GO:0005938,GO:0005815,GO:0030427,GO:0000922,GO:0004857,GO:0000902,GO:1904428,GO:0031175
nbis-gene-24321	GO:0005737,GO:0061981,GO:0030429,GO:0030170,GO:0034354,GO:0043420,GO:0097053,GO:0019805,GO:0019441
nbis-gene-24811	GO:0005789,GO:0016020,GO:0044233,GO:0005739,GO:0008289,GO:0046872,GO:0007010,GO:0006869,GO:0051560,GO:1990456,GO:0022604
nbis-gene-24420	GO:0005829,GO:0005654,GO:0000502,GO:0005838,GO:0008541,GO:0046872,GO:0140492,GO:0008237,GO:0070628,GO:0043161,GO:0016579
nbis-gene-25408	GO:0005737,GO:0005829,GO:0004418,GO:0006783,GO:0006782
nbis-gene-24394	GO:0004527,GO:0003723
nbis-gene-24165	GO:0005743,GO:0005762,GO:0005761,GO:0005739,GO:0003723,GO:0003735,GO:0032543,GO:0006412
nbis-gene-24613	GO:0000118,GO:0046872,GO:0004518
